Generation,Best Weight
84,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
85,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
86,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
87,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
88,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
89,010011000100011110100100101110000000110001011110111001001111100001001110111011101101110101101100010001000100010111101010100111100010110010000101011111000110101100011011110010000100111111011100001011101110011111100101011100101111101100100000111101101101001011001011110001001001101101110110100000011110100010100000010101101001000010101101110110100010110011101011011100000011010001111101000111111101110111011001010110000000101000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001110010011000101111001111000011110111000111111011100100001101010001001000011100101111001001101010000110010100111111000100111000110001111100011000000000011010000010101110100100010010001100010000100001011000010111001011111111001110000111001011100101001011011101001001101100001010010000010001010111111000000000110101010001000101110011111000000100101011101101010011001111110010000011110010101101001101011101100100100110111110111001010011011100100
90,010011000100011110100100101110000000110001011110111001001111100001001110111011101101110101101100010001000100010111101010100111100010110010000101011111000110101100011011110010000100111111011100001011101110011111100101011100101111101100100000111101101101001011001011110001001001101101110110100000011110100010100000010101101001000010101101110110100010110011101011011100000011010001111101000111111101110111011001010110000000101000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001110010011000101111001111000011110111000111111011100100001101010001001000011100101111001001101010000110010100111111000100111000110001111100011000000000011010000010101110100100010010001100010000100001011000010111001011111111001110000111001011100101001011011101001001101100001010010000010001010111111000000000110101010001000101110011111000000100101011101101010011001111110010000011110010101101001101011101100100100110111110111001010011011100100
91,010011000100011110100100101110000000110001011110111001001111100001001110111011101101110101101100010001000100010111101010100111100010110010000101011111000110101100011011110010000100111111011100001011101110011111100101011100101111101100100000111101101101001011001011110001001001101101110110100000011110100010100000010101101001000010101101110110100010110011101011011100000011010001111101000111111101110111011001010110000000101000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001110010011000101111001111000011110111000111111011100100001101010001001000011100101111001001101010000110010100111111000100111000110001111100011000000000011010000010101110100100010010001100010000100001011000010111001011111111001110000111001011100101001011011101001001101100001010010000010001010111111000000000110101010001000101110011111000000100101011101101010011001111110010000011110010101101001101011101100100100110111110111001010011011100100
92,110011000100011110100100100010000000110001011110111001001111100011000110111111111111110001111100010001000100010101101100100111100010100010001000011111000110101100011111110000010100111111010100011011001110011111101101011110101111101100100000111101111101001011001010110001001001101101110110100000011110100001100000010101101001000010111101110110110000110111001011011110000011010001111101001111111101110111011001010110000000101000010100001000110011101011110110010001011011011110001101011011010010111100010001011001001001001100010001100101011001111000011110011000111111011100100001101010000011000011100000110101001101010000110010100011111000100111000110001111100011000000100011010000010111100110100010011001100010000100001001000010111001010111111001110000111001011100101001011001101011001101110101010010000110011010111111000000000110101000000000101110010111000000000101111101001010011001111110010000011110010001101001101011101110100101110111110111011010011011111100
93,110011000100011110100100100110100000110001011110111001001111100111000110111011101101110001111100010001000100010011101100100111100000100010000101011111000110101100111111110010010100111111010100010010101110011111101101111100111111101100100000111101101101001011001010110101001001101101110110100000011110100000100000010100101001000010111101110110110000110111101011011100000011010001111101001111111101110111011001010110000000101000110101001000110011101011110110000001011011011111001101011010010010101000010001011001001001001100010001000101011001111000011010111000111110011100010101101010100011000011100100111001001101011000110010100011111000100110000110001111000011000000100011010001010111100110100010010001100010010100001001010011111001010101111001110000111000011100101001001011101001001101100101010010010010011010101111100000000110101010001000101110010111000000100101111101001010011001111110010000011110010001101001101011101110101100110111110111001110011111110100
94,010011000100011110100100100110100000110101011110111001001111101011001110111011101101110001101100010001000100010111101000100111100010110010000000011111000110101100111111110000010100111111010100011010001110011111101101011100111111101100100000111101111101001011001010110001001001101111110110100000011110100010100000010100101001000010101101110110100010110011101011011110000011010001111101001111111001110111011001010110000000001000010100001000110011101011110110010001011011011111000101011011010110101000010001011001001001001110000001100101111001111000011110111010111110011100000001101010001011000001100100110001001101011000110010100011111001100110000110001111000011000000000011010000010111100110100010010001100010010100011011010011111001011111111101110000111001001100101001001011101001001101110101010010000010011010101111000000000000101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101110100100110111110111011110011111101100
95,010011000100011110100100100110100000110101011110111001001111101011001110111011101101110001101100010001000100010111101000100111100010110010000000011111000110101100111111110000010100111111010100011010001110011111101101011100111111101100100000111101111101001011001010110001001001101111110110100000011110100010100000010100101001000010101101110110100010110011101011011110000011010001111101001111111001110111011001010110000000001000010100001000110011101011110110010001011011011111000101011011010110101000010001011001001001001110000001100101111001111000011110111010111110011100000001101010001011000001100100110001001101011000110010100011111001100110000110001111000011000000000011010000010111100110100010010001100010010100011011010011111001011111111101110000111001001100101001001011101001001101110101010010000010011010101111000000000000101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101110100100110111110111011110011111101100
96,110011000100011110100100100110100000110001011110111001001111101111001110111011111101111001101101010001000100010011101100100111100010100010001001011111000110101100011111110010010100111111011100011011111110011111100101011110101111101100100000111101111101001011001010110101001000101101110110100000010110100010100000010101101001000010101101110110100010110011101011011110000011010001111101001111111101110111011001010110000000001000010100001000110011101011110110000001011011011110001101011011010010111000010101011001001001001110010001100101111001101000010110111000111111011100110101101010001011000011100101111001001101010000110010100011111001100110000110001111100011000000100011110000010111100100100010010001100000010100001011000010111001011111111001110000111001001100101001001001101001001101110101010010000010011010101111000000000000101110000000101110010111000000000101111101101010111001111110010000011110010000101001101011101100100100110111100111011110011011100100
97,010011000100011110100100101110000100100001011110111001001111100111001110111011101101111001111101010001000100010111101000100111100010110010000101011111000110101100011111110010000100111111010100010011101110010111100100011110101111101100100000111101111101001011001011110001001001101111110110100000010110100010100000010101101001000010101101110110010000110011101001011100000011010001111101100111110001110111011000010110000000001000010100001000110011101011100110000001011011011110000001011011010010111100010101011001001001001110010001100101011001111000011010111000111111011100110001101010101011000011100100110001001101010000110010100011111000100111000110001111100011000000100011010000010111100100100010010001100010010100001001010010111001011111111001110000111000001100111001000001101001001101110101010010000010001010111110100000000110101010000000101110010111000000100101011101101010011001111110110000001110010101101000101001101100100000110111110111001010011111110100
98,110011000100011110100100110110000000110001011110111001001111100001000110111011101101111001111100010001000100010101101100100111100010100010000001011111000110101100011011110010010100111111011100010011010110010111101100001110101111101100100000111101111001001011001010110001001000101111110110100000010110100010100000010001101001000010101101110110000010111011101001011100000011010001111101101111111101110111011000010110000000101000010100001000110011101011100110000001011010011110001001011011010010101100010001011001001001001100010001100101001001111000011010111000111111011100100001101010001011000011000100111101001101010000110010100111111000100111000110001111000101000000100011010000010101100110100010011001100000010100001011000010111001011111111101110000111000001100101001001011101001001101110101010010000010011010111111000000001010101110000000101110011111000000100101011101101010011001111110010000011110010101101001101011101100100100110111110111001110011111110100
99,110011000100011110100100110110000000110001011110111001001111100001000110111011101101111001111100010001000100010101101100100111100010100010000001011111000110101100011011110010010100111111011100010011010110010111101100001110101111101100100000111101111001001011001010110001001000101111110110100000010110100010100000010001101001000010101101110110000010111011101001011100000011010001111101101111111101110111011000010110000000101000010100001000110011101011100110000001011010011110001001011011010010101100010001011001001001001100010001100101001001111000011010111000111111011100100001101010001011000011000100111101001101010000110010100111111000100111000110001111000101000000100011010000010101100110100010011001100000010100001011000010111001011111111101110000111000001100101001001011101001001101110101010010000010011010111111000000001010101110000000101110011111000000100101011101101010011001111110010000011110010101101001101011101100100100110111110111001110011111110100
100,010011000100011110100100100110100000110001011110111001001111101101000110111111101101111001101101010001000100010001101100100101100010100010000101011111000110101100111111110010000100111111010100011011001110010111101101011100111111101100100000111101101100001011001010110101001001101111110110100000011110100010100000010101101001000010111101110110100000110011101011011110000011000001111101001111110101110111011001010110000000001000010100001000110011101011110110010001011011011110000001011011010010111100010001011001001001001110010001100101111001111000011110111000111111011100110101101010100011000011100100110101001101010000110010100011111000100110000110001111100011000000000011010000010111100100100010010001100010010100011001010010111101011111111001110000111000001100101001001001101001001101100101010010010010011010111110000000000110101010000000101110010111000100100101011101101010011001111110010000011110010001101001101011001100100100110111110111011010011111110100
101,010011000100011110100100100110100000110001011110111001001111101101000110111111101101111001101101010001000100010001101100100101100010100010000101011111000110101100111111110010000100111111010100011011001110010111101101011100111111101100100000111101101100001011001010110101001001101111110110100000011110100010100000010101101001000010111101110110100000110011101011011110000011000001111101001111110101110111011001010110000000001000010100001000110011101011110110010001011011011110000001011011010010111100010001011001001001001110010001100101111001111000011110111000111111011100110101101010100011000011100100110101001101010000110010100011111000100110000110001111100011000000000011010000010111100100100010010001100010010100011001010010111101011111111001110000111000001100101001001001101001001101100101010010010010011010111110000000000110101010000000101110010111000100100101011101101010011001111110010000011110010001101001101011001100100100110111110111011010011111110100
102,110011000100011110100100110110000000110001011110111001001111100101001110111011111101111001111100010001000100010001101100100111100010100010000101011111000110101100011011110010010100111111001100011011001110011111100101011100101111101100100000111101111101001011001010110001001001101111110110100000010110100010100000011001101001000010111001110110100000111011001011011110000011000001111101110111111101110111011001010110000000001000010101001000110011101011100110010001011011011110000001011011010110111000010001011001001001001110011001000101011001111000011010011010111110011100100001101010001011000011100100111101001101010000110010100111111000100110000110001111100001000000100011010000010111100100100010010011100000010101001011010010111101011111111101110000111000001100101001001001101001001101100101010010000010011010111111000000000110101110000000101110011111000100100101111101101010011001111110010000011110010101101001101011001100100100110111110111001010011111100100
103,010011000100011110100100100110100000110001011110111001001111100001000110111011101101111001101101010001000100010011101100100111100010110010001101011111000110101100011111110000010100111111011100011011011110011111100101011110101111101100100000111101111101001011001010110001001001101101110110100000011110100010100000010001101001000010111111110110100010111011101011011110000011000001111101101111110101110111011000010110000000001000010100001000110011101011100110010001011011011111000101011010010010101100010001011001001001001110000001100101011001111000011010111010111111011100110101101010100011000011000100110001001101010000110010100111111001100110100110001111000001000000100011010000010101100101100010011001100000010100001011000010111001011111111101110000111000001100101001001011101001001101100101010010000010011000111110000000000110101110000000101110011111000000100101111101101010011001111110010000011110010001101001101011101100100101110111110111011010011111110100
104,010011000100011110100100110110100000110001011110111001001111100101001110111011101101111001101101010001000100010101101100100111100010100010000101011111000110101100111111110010010100111111001100011011001110010111100100011110101111101100100000111101111100001011001010110001001001101111110110100000011110100010100000011101101001000010111101110110100010111011101011011110000011000001111101101111111101110111011001010110000000101000010101001000110011101011100110010001011011011110001001011011010010111000010001011001001001001110010001000001011001111000011010111000111111011100100101101010000011000011100100111101001101010000110010100111111000100110000110001111100001010000100011010010010111100110100010010001100000010100011011000010111001011111111101110000111000001100101001011001101001001101110101010011000110011010111110000000000100101110001000101110011111000100000101011101101010011001111110011000011110010101101001101011101100100101110111110111011110011111111100
105,010011000100011110100100110110100000110001011110111001001111100101001110111011101101111001101101010001000100010111101100100111100010100010000101011111000110101100011111110000010100111111011100011011011110011111100101011110101111101100100000111101111101001011001010110001001001101111110110100000011110100010100000010001101001000010111111110110100010111011101011011110000011000001111101101111110101110111011000010110000000101000010101001000110011101011100110010001011011011110001001011010010010101100010001011001001001001110000001100001011001111000011010111000111111011100100101101010100011000011000100110101001101010000110010100111111001100110100110001111100001000000100011010000010101100100100010010001100000010100001011000010111001011111111101110000111000001100101001011001101001001101110101010010000110011000111110000000000110101110001000101110011111000100100101111101101010011001111110011000011110010101101001101011101100100101110111110111011110011111110100
106,110011000100011110000100101110000000110001011110111001001111100000001110111011101101111001101101010001000100010111101110100110100000100010011101011111000110101100011011110010001100111111010100010010001110010111101101011110101111101100100000111101101101001011001010110001001001101101110110100000011110100010100000010001101001000010111101110110110000111011101011001110000011000001111101001111111101110111011001010110000000001000010100001000110011101011110110010001011010011110000101011011010010111110010001011001001001001110000001000101011001111000010010011010111111011100110001101010101011000011100100111101001101010000110010100111111001100110000110001111100011000000100011010001010101100100100010010001100000010101101001010010111001010111111101100000111001001100101001001001101001001101110101010010010010011010111110100000001010101010000000101110011111100100100101011101101010011001111110010000011110010001101001101011101110100100110111110111011010011111110100
107,110011000100011110000100101110000000110001011110111001001111100000001110111011101101111001101101010001000100010111101110100110100000100010011101011111000110101100011011110010001100111111010100010010001110010111101101011110101111101100100000111101101101001011001010110001001001101101110110100000011110100010100000010001101001000010111101110110110000111011101011001110000011000001111101001111111101110111011001010110000000001000010100001000110011101011110110010001011010011110000101011011010010111110010001011001001001001110000001000101011001111000010010011010111111011100110001101010101011000011100100111101001101010000110010100111111001100110000110001111100011000000100011010001010101100100100010010001100000010101101001010010111001010111111101100000111001001100101001001001101001001101110101010010010010011010111110100000001010101010000000101110011111100100100101011101101010011001111110010000011110010001101001101011101110100100110111110111011010011111110100
108,010011000100011110000100100110100000110001011110111001001111100001000110111011111101111001101101010001000100010001101100100111100000100010010101011111000110101100111011110010011100111111011100010011000110010111101100011110101111101100100000111101111101001011001010110001001001101101110110100000010110100010100000010101101001000010101111110110100000111011001011011110000011000001111101101111110101110111011001010110000000001000010100001000110011101011100110010001111011011110001101011011010010111110010001011001001001001110000001000101011001111000011010111010111111011100100001101010001011000011100100111001001101010000110010100011111000100110000110001111100111000000100011110000010111100100100010010001100010010101111001000010111001011111111101100000111001001100101001001011101001001001110101010010000010011010111110000000000000101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101100100100110111110111011010011111110100
109,110011000100011110100100100110100000110001011110111011001111100001001110111011101101111001111101010001000100010011101100100111100010100010000101011111000110101100111111110000010100111111011100011011001110010111100101111110101111101100100000111101011101001011001010110001001000101111110110100000010110100010100000010101101001000010111101110110100000111011101011011100000011000001111101100111110101110111011001010110000000001000010100001000110011101011110110010001011011011110000101011011010010111000010001011001001001001110010001100101011001111000111010011010111111010100100001101010100011000011100101110001001101010000110010100011101001100110000110001111100001000000100011110000010101100100100010010001100000010100001011000010111001011111111001110000111001001100101001001011101001001101110101010010000110011010111110000000000110101110000000101110010111000000100101111101101010011001111110011000011110010001101001101011101100100000110111110111011010011111100100
110,110011000100011110100100101110100001110001011110111001001111101001000110111011101101111001111101010001000100010111101010100111100010100010001101011111000110100100111111110010000100111111010100011010001110010111101101011100101111101100100000111101011101001011001010110001001001101111110110100000010110100010100000010001101001000010111101110110100000110011101011011110000011000001111101001111110101110111011000010110000000001000010100001000110011101011100110010001011011011111000101011011010010101100010001011001001001001110010001000001011001101000010010111000111111011100100001101010101011000011100101110101001101010000110010100111111001100110100110001111100101010000100011010011010101100110100010010001100000010100001001000010111101011111111001110000111001001100101001011011101001001101110101010010000010011010111110100000000100101110000010101110011111000000100101011101101010011001111110011000011110000001101001101011101100100100110111110111001110011111110100
111,110011000100011110100100101110100001110001011110111001001111101001000110111011101101111001111101010001000100010111101010100111100010100010001101011111000110100100111111110010000100111111010100011010001110010111101101011100101111101100100000111101011101001011001010110001001001101111110110100000010110100010100000010001101001000010111101110110100000110011101011011110000011000001111101001111110101110111011000010110000000001000010100001000110011101011100110010001011011011111000101011011010010101100010001011001001001001110010001000001011001101000010010111000111111011100100001101010101011000011100101110101001101010000110010100111111001100110100110001111100101010000100011010011010101100110100010010001100000010100001001000010111101011111111001110000111001001100101001011011101001001101110101010010000010011010111110100000000100101110000010101110011111000000100101011101101010011001111110011000011110000001101001101011101100100100110111110111001110011111110100
112,110011000100011110100100101110100001110001011110111001001111101001000110111011101101111001111101010001000100010111101010100111100010100010001101011111000110100100111111110010000100111111010100011010001110010111101101011100101111101100100000111101011101001011001010110001001001101111110110100000010110100010100000010001101001000010111101110110100000110011101011011110000011000001111101001111110101110111011000010110000000001000010100001000110011101011100110010001011011011111000101011011010010101100010001011001001001001110010001000001011001101000010010111000111111011100100001101010101011000011100101110101001101010000110010100111111001100110100110001111100101010000100011010011010101100110100010010001100000010100001001000010111101011111111001110000111001001100101001011011101001001101110101010010000010011010111110100000000100101110000010101110011111000000100101011101101010011001111110011000011110000001101001101011101100100100110111110111001110011111110100
113,110011000100011110100100101110100001110001011110111001001111101001000110111011101101111001111101010001000100010111101010100111100010100010001101011111000110100100111111110010000100111111010100011010001110010111101101011100101111101100100000111101011101001011001010110001001001101111110110100000010110100010100000010001101001000010111101110110100000110011101011011110000011000001111101001111110101110111011000010110000000001000010100001000110011101011100110010001011011011111000101011011010010101100010001011001001001001110010001000001011001101000010010111000111111011100100001101010101011000011100101110101001101010000110010100111111001100110100110001111100101010000100011010011010101100110100010010001100000010100001001000010111101011111111001110000111001001100101001011011101001001101110101010010000010011010111110100000000100101110000010101110011111000000100101011101101010011001111110011000011110000001101001101011101100100100110111110111001110011111110100
114,010011000100011110100100100110101001110001011110111001001111101001001110111111101101111001111101010001000100010011101100100111100000100010010101011111000110101100011111110010010100111111010100011011001110011111101100011110101111101100100000111101111101001011001010110001001001101111110110100000010110100010100000010001101001000010111101110110100000111011101011011110000011000001111101011111110101110111011000010100000000001010010100001000110011101011110110010001011011011110000001011010010010101100010001011001000001001110000001000101011001111000010010111000111110011100100001101010001011000011100100111101001101010000110010100011111001100110000110001111100011000000100011010000010101100100100010010001100000010100101001000010111001010111111001100000111000001100101001011011111001001101110101010010000010011010101110100000000100101110000000101110010111000000101101111101101010011001111110010000011110010001101001101011101100100101110111110111001010011111110100
115,110011000100011110100100100110100000110001011110111001001111100001001110111111101101111001111100010001000100010111101010100110100000100010001001011111000110101100011111110010010100111111010100011011011110011111100100001100111111101100100000111101011101001011001010110001001001101111110110100000010110100010100000010101101001000010111101110110100000110011101011011110000011010001111101101111110101110111011001010110000000001000010100001000110011101011100110010001011011011110000001011011010010101010010001011001001001001110010001000101011001111000010010011010111111011100110001101010101011000011100100111001001101010000110010100011111001100110000110001111100101000001000011110000010101100110100010010001100000010100011011000010111001010111111001110000111001001100101001011011101001001101110101010010000010011010111110100000000000101010000010101110010111000000101101011101101010011001111110011000011110010001101001101111101100100001110111110111011010011111110100
116,110011000100011110100100100110100000110001011110111001001111100001001110111111101101111001111100010001000100010111101010100110100000100010001001011111000110101100011111110010010100111111010100011011011110011111100100001100111111101100100000111101011101001011001010110001001001101111110110100000010110100010100000010101101001000010111101110110100000110011101011011110000011010001111101101111110101110111011001010110000000001000010100001000110011101011100110010001011011011110000001011011010010101010010001011001001001001110010001000101011001111000010010011010111111011100110001101010101011000011100100111001001101010000110010100011111001100110000110001111100101000001000011110000010101100110100010010001100000010100011011000010111001010111111001110000111001001100101001011011101001001101110101010010000010011010111110100000000000101010000010101110010111000000101101011101101010011001111110011000011110010001101001101111101100100001110111110111011010011111110100
117,110011000100011110100100100010100000110001011110111001001111101001000110111011111101111001101101010001000100010101101100100111100010100010011101011111000110101100011011110010010100111111010100011011011110011111101100011110101111101100100000111101011101001011001010110001001000101111100110100000010110100010000000010101101001000010111111110110100010110011001011011110000011010001111001100111110101110111011000010110000000001000010100001000110011101011110110010001011011011110000001011011010010101100010001011001001001101110010001000101011001101000110010111010111111011100100001101010101011000011100100111101001101010000110010100111101001100110000110001111000101000000000011010000010101100110100010010001100000010100111011000010111001010111111001110000111001001100101001000011101001001101110001010010000110011010111110100000001100101010000010101110011111100000100101011101101010011001111110010000011110010001101001101011101100100101110111110111011110011111110100
118,110011000100011110000100100110000000110001011110111001001111101001000110111011111101111001101101010001000100010001101110100111100010100010001001011111000110101100111111110010010100111111010100010011001110011111100101111100101111101100100000111101111101001011001010110101001001101011110110100000010110100010100000010001101001000010111101110110100000110011101011011110000011000001111101010111110001110111011000010110000000001000010100001000110011101011100110010001011011011110000001011011010010111000010001011001001001001100000001100101011001111000010010111000111110011100100001101010100011000011100100011001001101010000110010100011111000100110000110001111100001000000100011010010010101100110100010010001100010010100001001000010111101011111111001110000111001001100101001011001101001001101110001010010000110011010111110100000000110101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101110100100110111110111011010011111110100
119,110011000100011110100100100110000000110001011110111001001111101001001110111111111101111001001101010001000100010101101100100111100010100010001101011111000110101100011011110010010100111111011100011011001110010111101101011110001111101100100000111101111101001011001010110101001000101111100110100000010110100010100000010101101001000010111111110110100010110011001011011110000011000001111001011111110101110111011001010110000000001000010100001000110011101011100110010001011011011110000101011011010010111100010001011001001001001110010001000001011001111000011010011000111111011100100001101010101011000011100100111101001101010000110010100011111001100110000110001111100011000000000011010000010101100100100010010001100010010100101001010010111001011111111001100000111001001100101001001011101001001101110001010010000110011000111110100000001110101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101100100100110111110111001010011111110100
120,110011000100011110100100100110000000110001011110111001001111101001001110111111111101111001001101010001000100010101101100100111100010100010001101011111000110101100011011110010010100111111011100011011001110010111101101011110001111101100100000111101111101001011001010110101001000101111100110100000010110100010100000010101101001000010111111110110100010110011001011011110000011000001111001011111110101110111011001010110000000001000010100001000110011101011100110010001011011011110000101011011010010111100010001011001001001001110010001000001011001111000011010011000111111011100100001101010101011000011100100111101001101010000110010100011111001100110000110001111100011000000000011010000010101100100100010010001100010010100101001010010111001011111111001100000111001001100101001001011101001001101110001010010000110011000111110100000001110101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101100100100110111110111001010011111110100
121,110011000100011110100100100110000000110001011110111001001111101001001110111111111101111001001101010001000100010101101100100111100010100010001101011111000110101100011011110010010100111111011100011011001110010111101101011110001111101100100000111101111101001011001010110101001000101111100110100000010110100010100000010101101001000010111111110110100010110011001011011110000011000001111001011111110101110111011001010110000000001000010100001000110011101011100110010001011011011110000101011011010010111100010001011001001001001110010001000001011001111000011010011000111111011100100001101010101011000011100100111101001101010000110010100011111001100110000110001111100011000000000011010000010101100100100010010001100010010100101001010010111001011111111001100000111001001100101001001011101001001101110001010010000110011000111110100000001110101110000000101110010111000000100101011101101010011001111110010000011110010001101001101011101100100100110111110111001010011111110100
122,110011000100011110100100100010100001110001011110111001001111101001000110111011111101111001101101010001000100010111101100100110100010100010000101011111000110101100011111110010010100111111010100011011001110011111101100011100101111101100100000111101011101001011001010110101001001101011100110100000010110100010100000010001101001000010111101110110100010110011001011011110000011000001111101011111110101110111011001010110000000101000010100001000110011101011100110010001011011011110000101011111010010111100010001011001001001001110010001000101011001101000010010111010111111011100100001101010100011000011100100111101001101010000110010100111111001100110000110001111100011000000100011010010010101100100100010010001000000010100001011000011111101010011111101110000111001001100101001001001101001001101110101010010000010011010111110100000001010101010000000101110011111100000100101011101101010011001111110010000011110010001101001101011101100100100110111110111011110011111110100
123,110011000100011110000100100110000000110001011110111001001111101001000110111011111101111001111101010001000100010111101100100111100000100010010101011111000110101100011111110010010100111111010100010010001110011111101100001100101111101100100000111101011101001011001010110101001001101111100110100000010110100010100000010001101001000010111101110110110000110011001011011110000011000001111101010111110101110011011001010110000000001000010100001000110011101011100110010001011001011110000101011011010010111100010001011001001001001110010001000101011001111000010010111010111110011100100001101010101011000011100100111101001101010000110010100011111001100110000110001111000001000000000011010011010101100110100010010001100010010100001001000010111101011111111001110000111000001100101001011001101001001101110101010010000010001000111110100000001110101010000000101110010111000000101101011101101010011001101110010000011110010001101001101011001100100100110111110111011010011111100100
124,110011000100011110000100100010100000110001011110111001001111101000000110111011111101111001011101010001000100010111101110100110100010100010000001011111000110101100011011110010010100111111011100010010001110011111101101011110001111101100100100111101111101001011001010110101001001101111110110100000011110100010100000010001101001000010111111110110100000110011101011011110000011000001111001011111110101010111011001010110000000001000010101001000110011101011100110010001011011011111000101011011010110111000010001011001001001001110010001000001011001101000110010011000111111011100100001101010101011000011100100111001001101010000110010100011111001100110000110001111100011000000100011010000010101100100100010010001100010010100101001000010111001010111111001110000111000001100101000011011101001001101110001010010000110011000111111100000000110101110000000101110010111000000100101011101101010011001111110010000011110010101101001101011101100100100110111110111011010011111110100
125,110011000100011110000100100110000000110001011110111001001111101001001110111011111101111001101101010001000100110111101000100110100010100010001001011111000110101100111111110010010100111111010100011011001110011111101100001100101111101100100000111101111101001011001010110101001001101111100010100000010110100010100000010001101001000010111101110110100010110011001011011110000011000001111101010111110101110011011001010110000000001000010100001000110011101011100110010001011011011110000101011111010010101100010001011001001001001110010001000101011001101000110010111010111110011100100001101010000011000011100101110101001101010000110010100111111001100110000110001111100001000000100011010010010101100100100010010001000000010100101001000011111001011111111101110000111001001100101001001011101001001101110101010010000110011010111110100000000110101110000000101110011111000000100101011101101010011001101110010000011110010101101001101011101100100100110111110111011110011111100100
126,110011000100011110000100100110100000110001011110111001001111100001000110111011111101111001101100010001000100010111101000100110100010100010001101011111000110101100111111110010010100111111010100010011001110011111100100011100101111101100100000111101111101001011001010110101001001101111100110100000010110100010100000010001101001000010101101110110100010110011001011011110000011000001111001011111110101110111011001010110000000001000010100001000110011101011100110010001011011011111000101011011010010111100010101011001001001001100010001000101011001111000110010111010111111011100100001101010001011000011100100111101001101010000110010100111111001100110000110001111100011000000100011010000010101100100100010010001100010010100101001000010111001010111111001110000111000001100101001011011101001001101110101010010000010011000111110100000000110101110000000101110011111000100100101011101101010011001111110010000011110010001101001101011101100100100110111110111011110011111110100
