Generation,Best Weight
41,011011001100011010100101100110100000100001011100111001001111100000000110111111101111111011101100010001000100000111100100100111100010110000010001011111000110101101010111110010000100111011010110011010111110011111101101011110011111101000000000111101001100001111001010110001101011101100111110100000010110100001100000010100101101000010111101110110100010101101101011011100001011010001111101001111111101110111011000110110000000101000010101001000100011101011110110010001011010011110000001011011110110101000010101011001011001001110010101000101111001111000010010111000111111011000110001101011000001000001100110111101101101010000110010110011111001100110000100001011100001000000100101010000010111100000000010010001100000110100000011000010111001011111111001110000111001001100101001000011101001101111100000010010000110011010111110100000010110101010000000101110011110000000100101011101111110011001111110010000101110110000001000111000101100100000110111110111011110011111100100
42,011011001100011010100101100110100000100001011100111001001111100000000110111111101111111011101100010001000100000111100100100111100010110000010001011111000110101101010111110010000100111011010110011010111110011111101101011110011111101000000000111101001100001111001010110001101011101100111110100000010110100001100000010100101101000010111101110110100010101101101011011100001011010001111101001111111101110111011000110110000000101000010101001000100011101011110110010001011010011110000001011011110110101000010101011001011001001110010101000101111001111000010010111000111111011000110001101011000001000001100110111101101101010000110010110011111001100110000100001011100001000000100101010000010111100000000010010001100000110100000011000010111001011111111001110000111001001100101001000011101001101111100000010010000110011010111110100000010110101010000000101110011110000000100101011101111110011001111110010000101110110000001000111000101100100000110111110111011110011111100100
43,011011001100011010100101100110100000100001011100111001001111100000000110111111101111111011101100010001000100000111100100100111100010110000010001011111000110101101010111110010000100111011010110011010111110011111101101011110011111101000000000111101001100001111001010110001101011101100111110100000010110100001100000010100101101000010111101110110100010101101101011011100001011010001111101001111111101110111011000110110000000101000010101001000100011101011110110010001011010011110000001011011110110101000010101011001011001001110010101000101111001111000010010111000111111011000110001101011000001000001100110111101101101010000110010110011111001100110000100001011100001000000100101010000010111100000000010010001100000110100000011000010111001011111111001110000111001001100101001000011101001101111100000010010000110011010111110100000010110101010000000101110011110000000100101011101111110011001111110010000101110110000001000111000101100100000110111110111011110011111100100
44,011011001100011010100101100110100000100001011100111001001111100000000110111111101111111011101100010001000100000111100100100111100010110000010001011111000110101101010111110010000100111011010110011010111110011111101101011110011111101000000000111101001100001111001010110001101011101100111110100000010110100001100000010100101101000010111101110110100010101101101011011100001011010001111101001111111101110111011000110110000000101000010101001000100011101011110110010001011010011110000001011011110110101000010101011001011001001110010101000101111001111000010010111000111111011000110001101011000001000001100110111101101101010000110010110011111001100110000100001011100001000000100101010000010111100000000010010001100000110100000011000010111001011111111001110000111001001100101001000011101001101111100000010010000110011010111110100000010110101010000000101110011110000000100101011101111110011001111110010000101110110000001000111000101100100000110111110111011110011111100100
45,011011001100011010100101100110100000100001011100111001001111100000000110111111101111111011101100010001000100000111100100100111100010110000010001011111000110101101010111110010000100111011010110011010111110011111101101011110011111101000000000111101001100001111001010110001101011101100111110100000010110100001100000010100101101000010111101110110100010101101101011011100001011010001111101001111111101110111011000110110000000101000010101001000100011101011110110010001011010011110000001011011110110101000010101011001011001001110010101000101111001111000010010111000111111011000110001101011000001000001100110111101101101010000110010110011111001100110000100001011100001000000100101010000010111100000000010010001100000110100000011000010111001011111111001110000111001001100101001000011101001101111100000010010000110011010111110100000010110101010000000101110011110000000100101011101111110011001111110010000101110110000001000111000101100100000110111110111011110011111100100
46,011011001100011010100101100110100000100001011100111001001111100000000110111111101111111011101100010001000100000111100100100111100010110000010001011111000110101101010111110010000100111011010110011010111110011111101101011110011111101000000000111101001100001111001010110001101011101100111110100000010110100001100000010100101101000010111101110110100010101101101011011100001011010001111101001111111101110111011000110110000000101000010101001000100011101011110110010001011010011110000001011011110110101000010101011001011001001110010101000101111001111000010010111000111111011000110001101011000001000001100110111101101101010000110010110011111001100110000100001011100001000000100101010000010111100000000010010001100000110100000011000010111001011111111001110000111001001100101001000011101001101111100000010010000110011010111110100000010110101010000000101110011110000000100101011101111110011001111110010000101110110000001000111000101100100000110111110111011110011111100100
47,000011011100001110100101100110000000100011011110111001011011100011001110111111101101101001100100010001000100000111101100100010100010100010000110011111000110101101110011110000111100101111010110011010001111010111101110011100101111101110100000111000101100001011001010110001001001101101111110100000010110000010100000010101101101000010110001010110010000111011101011000100001011010001111101101011101101010111011001010110000000101000010100001000110011101011110110010001011010011111000101011011010110101100010101011001001001001110010001000101001001111000011110111000111111011100000101101011101001000011100101110101101101011000110000100011101000101111000100001111100011000000000111010000000000101100110010010001110010010110010010010011111001011111011001110000111001001100111001000011101001001111000000010010000010011010011111100000010000101101001000001110010111010000000100011101111010011000011110010010001110010000101001101001101100100100111111110111011110011111110100
48,000011000100011000100100101110101100110101111110111000011111100001001110101111101101111001110101010000000100000011101000100110100000100010000001011111000110101100011011110011010100111011010100001010010111001111101111111100101111101110100000110101011101001001001111110001001000101101111110100000010110100000100000010001100001000010101101110110100010111101001111011100001011000001111101101011111101110111111010110110000000101000010101001000110001101011110110010011011010011111010001011011010010101100000001011001001001001110010011000101011001111000010111011000111110011100100101101010001001000001100010110001100101011000110010100111111001101111000110000011100101010001000111010000010100101000010010010011100000010110001000000011111001011111111001110000111000001100111001010101101001001101100000110010000110011010011111100000010110111000001000101110010111000000100100011101011110111001111101010100000100110101101010111001101100100100110111110111001101011111110000
49,010011000100011100100100101110101100110111011110111000011011100001001110101111111101111101100101010001000100000101101000100110100000110010000000011111010110101100011011110011010100111111010100001010100111010111101111011110101111101101000000110101011100001001001110110001001001101111111110100000010110100000100001010001101001000010111001110110100000110101011011001100001011000001111101001111111101110111111011110110000000101000010101001000110001101011110110010001011010011110000001011011010010101100000001011001001001001110000011000101011101111000010011011000111111011100100101101010000001000011000010110001101101011001110010100111111000101111000110000011100011000001000111010000010100100000110010010001100010010100001001010011111000010111111001110100101001001100101001000101101001001101100000010010010110011010001110000000011010111010001000101100011111000000100100011101011010111001111110010100000100110001101011111011101110100100110111110111011111011111110100
50,010011000100011100100100101110101100110111011110111000011011100001001110101111111101111101100101010001000100000101101000100110100000110010000000011111010110101100011011110011010100111111010100001010100111010111101111011110101111101101000000110101011100001001001110110001001001101111111110100000010110100000100001010001101001000010111001110110100000110101011011001100001011000001111101001111111101110111111011110110000000101000010101001000110001101011110110010001011010011110000001011011010010101100000001011001001001001110000011000101011101111000010011011000111111011100100101101010000001000011000010110001101101011001110010100111111000101111000110000011100011000001000111010000010100100000110010010001100010010100001001010011111000010111111001110100101001001100101001000101101001001101100000010010010110011010001110000000011010111010001000101100011111000000100100011101011010111001111110010100000100110001101011111011101110100100110111110111011111011111110100
51,010011000100011100100100101110101100110111011110111000011011100001001110101111111101111101100101010001000100000101101000100110100000110010000000011111010110101100011011110011010100111111010100001010100111010111101111011110101111101101000000110101011100001001001110110001001001101111111110100000010110100000100001010001101001000010111001110110100000110101011011001100001011000001111101001111111101110111111011110110000000101000010101001000110001101011110110010001011010011110000001011011010010101100000001011001001001001110000011000101011101111000010011011000111111011100100101101010000001000011000010110001101101011001110010100111111000101111000110000011100011000001000111010000010100100000110010010001100010010100001001010011111000010111111001110100101001001100101001000101101001001101100000010010010110011010001110000000011010111010001000101100011111000000100100011101011010111001111110010100000100110001101011111011101110100100110111110111011111011111110100
52,010011000100011100100100101110101100110111011110111000011011100001001110101111111101111101100101010001000100000101101000100110100000110010000000011111010110101100011011110011010100111111010100001010100111010111101111011110101111101101000000110101011100001001001110110001001001101111111110100000010110100000100001010001101001000010111001110110100000110101011011001100001011000001111101001111111101110111111011110110000000101000010101001000110001101011110110010001011010011110000001011011010010101100000001011001001001001110000011000101011101111000010011011000111111011100100101101010000001000011000010110001101101011001110010100111111000101111000110000011100011000001000111010000010100100000110010010001100010010100001001010011111000010111111001110100101001001100101001000101101001001101100000010010010110011010001110000000011010111010001000101100011111000000100100011101011010111001111110010100000100110001101011111011101110100100110111110111011111011111110100
53,010011000100011100100100101110101100110111011110111000011011100001001110101111111101111101100101010001000100000101101000100110100000110010000000011111010110101100011011110011010100111111010100001010100111010111101111011110101111101101000000110101011100001001001110110001001001101111111110100000010110100000100001010001101001000010111001110110100000110101011011001100001011000001111101001111111101110111111011110110000000101000010101001000110001101011110110010001011010011110000001011011010010101100000001011001001001001110000011000101011101111000010011011000111111011100100101101010000001000011000010110001101101011001110010100111111000101111000110000011100011000001000111010000010100100000110010010001100010010100001001010011111000010111111001110100101001001100101001000101101001001101100000010010010110011010001110000000011010111010001000101100011111000000100100011101011010111001111110010100000100110001101011111011101110100100110111110111011111011111110100
54,010011000100011100100100101110100100110111011110111000001111100001101110101111111101101001101101010001000100010011101000100110100010110010000000011111000110101100110011110010010100111111010100001010101011010111101100011110101110101101100000110101011101001001001010110001001001101111111110100000010110100010100001010001101101000010111001110110100010110101001011001100000011000001111101101111111101110111111010010110000000101000010100001000110001101011110111010001011010011110000001011011010010101000000101011001001001001110010001000101111001111010010010011000111110011100000101101010000001100011000010110111101101010000110010100111101001101110000110001011000001000000100111010000010110100000100010010011100010110110001010010011111001010111111001110100101000001100101001001111101001001101000000010010010110001010011110000000000010111000000000101110011111000100100100011101111010111001111110010100001110110001101001111011101110100100110111110111011011011111111100
55,010011000100011100100101101110001100100001011110111001011111100001101110111111111101011101110100010001000100010011101000100111100010110010000110011111000110101100110111110001010100111111010100001010101111010111101111001110101111101100000000110001001100001001001111110001001001101111111110100000001110100011100000010000101001000010111101011110010000100001011011011100000011010001111101101111111101110111011001010110000000001000010101001000110001101011110110010001011010011110000001011011010110101000000001011101001001001100010001000101011001101010110111011000111111011100110101101010101000000001000011110101101101010001110010100011011001101111000110001111000011000000000011010000010100100100100010010001100110110100001011000011111000010111011101110000111001001100111001000101101001001111100001010010000110011010011111000000000010111000000000001100011110000000000101111101011110111000111100010000101110010001101001111011101100100100110111100111011011011111110100
56,010011000100011100100101101110001100100001011110111001011111100001101110111111111101011101110100010001000100010011101000100111100010110010000110011111000110101100110111110001010100111111010100001010101111010111101111001110101111101100000000110001001100001001001111110001001001101111111110100000001110100011100000010000101001000010111101011110010000100001011011011100000011010001111101101111111101110111011001010110000000001000010101001000110001101011110110010001011010011110000001011011010110101000000001011101001001001100010001000101011001101010110111011000111111011100110101101010101000000001000011110101101101010001110010100011011001101111000110001111000011000000000011010000010100100100100010010001100110110100001011000011111000010111011101110000111001001100111001000101101001001111100001010010000110011010011111000000000010111000000000001100011110000000000101111101011110111000111100010000101110010001101001111011101100100100110111100111011011011111110100
57,010011000100011100100101101110001100100001011110111001011111100001101110111111111101011101110100010001000100010011101000100111100010110010000110011111000110101100110111110001010100111111010100001010101111010111101111001110101111101100000000110001001100001001001111110001001001101111111110100000001110100011100000010000101001000010111101011110010000100001011011011100000011010001111101101111111101110111011001010110000000001000010101001000110001101011110110010001011010011110000001011011010110101000000001011101001001001100010001000101011001101010110111011000111111011100110101101010101000000001000011110101101101010001110010100011011001101111000110001111000011000000000011010000010100100100100010010001100110110100001011000011111000010111011101110000111001001100111001000101101001001111100001010010000110011010011111000000000010111000000000001100011110000000000101111101011110111000111100010000101110010001101001111011101100100100110111100111011011011111110100
58,010011000100011100100101101110001100100001011110111001011111100001101110111111111101011101110100010001000100010011101000100111100010110010000110011111000110101100110111110001010100111111010100001010101111010111101111001110101111101100000000110001001100001001001111110001001001101111111110100000001110100011100000010000101001000010111101011110010000100001011011011100000011010001111101101111111101110111011001010110000000001000010101001000110001101011110110010001011010011110000001011011010110101000000001011101001001001100010001000101011001101010110111011000111111011100110101101010101000000001000011110101101101010001110010100011011001101111000110001111000011000000000011010000010100100100100010010001100110110100001011000011111000010111011101110000111001001100111001000101101001001111100001010010000110011010011111000000000010111000000000001100011110000000000101111101011110111000111100010000101110010001101001111011101100100100110111100111011011011111110100
59,011011010100011100100111100110001110100100011100111000001111100001101110111111110101101001100101010001000100000001101000100011100000110010000001011111000110101100010011110010011100111111010100011010100110000111101101001100101110101111000000100000011101001011001010111001011001101111111110100000010110100000100000010001101101000010101101010110100000110111101011010100000011010001111101101111111101110111111000110110000000101000010100001000110011101011110110010001011010011110011001011011010010101000000101011101011001001110010011000101111001111000010111111010111110011100010101101010000001100001000110110001001101010000110010100111111000101111000110001011100001001000100011010000010110100000110010010001100010010100001111010010111001011101111001110010111000001100101001000001101001001111000001010010010010001010111111000000001010101110000000101110011110000000100101011101011010111001111110010100001110010001101000101001101100100101110111110111011111011111110100
60,001011010100011110100110100110101110110111011100111001000111100111101110101111111101001001010101010001000100010101101000100010100000100010001100011111000110101100010011110010011100111111010100011011000111010111101111111100001111101100000000110101001101001111001011111001001000101101111110100000010110100011100000110101101001000010101101110110010000110111001011010100000011010001111101001111111001110111111000110110000000001000010101001000110011101011110110000001011010011110000101011011010010101100010001011101001001001110000001000101111001111010011110111010111111011100010101101010100001100001010010110101001101011001110010100011101001101110000100001011100101000000000011010000010101100000100010010001100010110100001011010010111000011111101100110000111001001100111001000011101001001101100001010010000110011010101111000000000100101100000000101110010111000000000101111101011010011010111110010100111110010000101000101001101100100101110111110111011110010111101100
61,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
62,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
63,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
64,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
65,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
66,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
67,011011000100011110100100101110001000110101011110111001010111100011000110111011111111111001110110010000000100010000101000100110100010110011000110010111010110101100011110110000111100111111011100011010101010011111101101001000101111101110000000111101111001001001001010110001001001101111111110100000010110100010100000010000101101000010111101010110010010111011101001010100001011000001111101101111111101110111011001010110000000101000010101001010110011101011110111010001011010011110000001011011010010101100010001011001011001001110010001000101011001101000011110011000111111011100100001101010101001000001100100110001001101011000110010110111101000100111000110001011000001010000000011010000010101100000100010010001100010110100001001000011111001010111111001110000111000001100101001011111101001001101100101010010000010011010101111100000001010101001000000101110010111000000000101011101011010011000111110010000001110000100101000111001101110100100110111100111011010011011111100
68,011011000100111110100100100110101100100001011110111001001111100101001110101111101111111001101101010001000100010101101000100111100010110010001001011111000110101100111011110000011100111111010100011010101010010111101111001100101111101000000000111101011101001011001011110001001011101101111110100000011110100000100000010100101001000010111101110110000010111101111011010100000011010001111101001111111001110111011001010110000000101000010101001000110011101011100110000001111010011110110101011011010010111000010001001001001001001110010011100101111001111000010110011010111110011100100101101010000001000011100111111101001101010000110010100111101000101111000110001111000001000000000011010000010110100100100010010011100010010100011001000010111001010111111001110010101001001100111001011001101001001111100000010010010010011010001111000000001100111000001000101100011111000000100101111101001010111001111110010000011110010101101001101001101110100100110111100111011110011111111100
69,011011000100011110100100100110000100110101011110111001001111100101011110111111110111101001101101010001000100010111101000100111100000100010000100011111000110101100110111110000010100101111010100001010101111010111100110101100111111101000000000111101111101001011001010110001001000101101111110100000010010100010100000010000101001000010101101110110110010110111101001001100000011010001111101001111111001110111011000010110000000001000010100001000110001101011110111000001011010011110000001011011010110101100000001011001001001001110000001000101011001111000010110011000111111011100110101101010100000100001100000111001001101011000110000100011111001101111000110001111000011010000000011010000010101100100000010010001100010010100001111000010111001011111101101110000101011001100101001011101101001001101100000010010000010011010111111000000000000101110000010101110010111000000100100111101001010011011111110010000001110010000101000101011101110100101110111110111011100011111101100
70,011011000100011110100100100110000100110101011110111001001111100101011110111111110111101001101101010001000100010111101000100111100000100010000100011111000110101100110111110000010100101111010100001010101111010111100110101100111111101000000000111101111101001011001010110001001000101101111110100000010010100010100000010000101001000010101101110110110010110111101001001100000011010001111101001111111001110111011000010110000000001000010100001000110001101011110111000001011010011110000001011011010110101100000001011001001001001110000001000101011001111000010110011000111111011100110101101010100000100001100000111001001101011000110000100011111001101111000110001111000011010000000011010000010101100100000010010001100010010100001111000010111001011111101101110000101011001100101001011101101001001101100000010010000010011010111111000000000000101110000010101110010111000000100100111101001010011011111110010000001110010000101000101011101110100101110111110111011100011111101100
71,011011000100011110100100100110000100110101011110111001001111100101011110111111110111101001101101010001000100010111101000100111100000100010000100011111000110101100110111110000010100101111010100001010101111010111100110101100111111101000000000111101111101001011001010110001001000101101111110100000010010100010100000010000101001000010101101110110110010110111101001001100000011010001111101001111111001110111011000010110000000001000010100001000110001101011110111000001011010011110000001011011010110101100000001011001001001001110000001000101011001111000010110011000111111011100110101101010100000100001100000111001001101011000110000100011111001101111000110001111000011010000000011010000010101100100000010010001100010010100001111000010111001011111101101110000101011001100101001011101101001001101100000010010000010011010111111000000000000101110000010101110010111000000100100111101001010011011111110010000001110010000101000101011101110100101110111110111011100011111101100
72,000011000100011110100100100110101110110101011110111001001111100011001110101111101111110001111101010001000100010011101100100111100010110010001100011111000110101100111011110000010100101111011100001010101110010111100100011100111111101000100000111101101101001011001010110001001001101111111110100000011110100000100000010000101001000010101101110110110010111111001011000100000011010001111101001111111101110111011000010110000000101000010101001000110011101011110110000001111010011110000001011011010010111100010001011101001001001110010001100101101001111000010110111010111111011100100001101010000001000011000001110101001101010000110010100111101000101101000110001111000111000000100011010000010110100100100010010011100010010100001111010010111001011111111001110000101010001100111001000001101001101101100001010010000010011010101111000000000110101000001000101110011111000000000101011101001010011001111110010000011110010100101001111011101100100100110111110111011100011111111100
73,011011000100011110100100101110000100110001011110111001001111100111001110111111101111101001111101010001000100010111101100100110100010100010000101010111000110101100111111110000010100111111011100011010101010011111101101001100101111101100000000111101111101001011001011110001001001101101010110100000010110100010100000010100101001000010101101110110110010111011101011011100000011010001111101001111111101110111011001010110000000001000010100001000110011101011110110010001011010011110001101011011010110101000010001011001001001001110000001000101111001111000111011111010111111011100100001101010100001000011000100111001001101010000110010100011111000101111000110001011000001010000100011010000010111100100000010010011100010110100001001010011111001011111111101110010101000001110111001011101101001001111100101010010010010011000101110000000001000101001001000101110010111000000100101011101011010111001111110010000001110010001101001101011101100100000110111100111011110010111110100
74,011011000100011110100100101110000100110001011110111001001111100111001110111111101111101001111101010001000100010111101100100110100010100010000101010111000110101100111111110000010100111111011100011010101010011111101101001100101111101100000000111101111101001011001011110001001001101101010110100000010110100010100000010100101001000010101101110110110010111011101011011100000011010001111101001111111101110111011001010110000000001000010100001000110011101011110110010001011010011110001101011011010110101000010001011001001001001110000001000101111001111000111011111010111111011100100001101010100001000011000100111001001101010000110010100011111000101111000110001011000001010000100011010000010111100100000010010011100010110100001001010011111001011111111101110010101000001110111001011101101001001111100101010010010010011000101110000000001000101001001000101110010111000000100101011101011010111001111110010000001110010001101001101011101100100000110111100111011110010111110100
75,011011000100011110100100100110100000100001111110111001001111100101001110111111111101111001101110010001000100010111101000100111100010100010001000011111000110101100011011110000010100111111011100011010111110011111101101011110111111101100100000111101101101001011001010110001001000101111111110100000010110100011100000010001101001000010111101110110000010110111001011011100000011010001111101101111111101110111111000110110000000001000010101001010110011101011110110000001111011011110000101011111010010101000010001011001001001001110010001100101111001111000110010111010111110011100110101101010101011000011100101111001001101011000110010000111101001101111000110001011100011000000100011010000010111100100100010010011100010010100001011000010111001011101111001110000111000001100101001001001101001001101100001010010000110011010011111000000001110101001000000101110011111000000100101011101001010011001111110010000011110010000101001101001101100100101110111110111011010011111101100
76,011011000100011110100100100110100000100001111110111001001111100101001110111111111101111001101110010001000100010111101000100111100010100010001000011111000110101100011011110000010100111111011100011010111110011111101101011110111111101100100000111101101101001011001010110001001000101111111110100000010110100011100000010001101001000010111101110110000010110111001011011100000011010001111101101111111101110111111000110110000000001000010101001010110011101011110110000001111011011110000101011111010010101000010001011001001001001110010001100101111001111000110010111010111110011100110101101010101011000011100101111001001101011000110010000111101001101111000110001011100011000000100011010000010111100100100010010011100010010100001011000010111001011101111001110000111000001100101001001001101001001101100001010010000110011010011111000000001110101001000000101110011111000000100101011101001010011001111110010000011110010000101001101001101100100101110111110111011010011111101100
77,011011010100011110100100100110100100100011111110111001011111100001011110111111111101111001111101010001000100010111101000100111100010100010001000011111000110101100111011110000010100111111010100111010101110011111100100011100101111101100100000111101101101001011001011110001001000101111110110100000011110100001100000010000101001000010111101010110110010111111101001010100000011010001111101101111111001110111111000110110000000001000010101001010110011101011110010010001111011011110000001011111010110111000010001011001001001001110010001100101111001111000110010111010111110011100110101101010101011000011100100111001001101010000110010000111101001101111000110001011100011000000000011010000010111100100100010010011100010010100001011000010111001011111111001110000111000001100101001001001101001001101100000010010000110011010111111000000011100101001000000101110011111000000100101011101001010111001111110010000011110010000101001101001101100100101110111110111011110011111111100
78,010011000100011110100100100110000100110101111110111001000111100001001110111111111101110001111100010001000100000111101000100111100010110010001101011111000110101100111111110010010100111111011100011010011110010111101101001110101111101100100000111101101101001011001010110001011001101101110110100000010110100010100000010001101001000010111101110110110010111011111001011100000011010001111101101111111001110111011001010110000000001000010101001000110011101011100110010001011010011110001101011111010010111100010001011001001001001110010001100101011101111000011110011010111111011100110101101010000011000011000001111101001101010000110010100111101000101111000110001011100011000000100011010000010101100100100010010001100010010100011011000010111001011111111101110010111000001100111001011011101001001101110101010010000110001010111111000000001010101010000000101110011111000000100101011101101010011001111110010000011110010101101001101011101100100101110111110111011110011111101100
79,010011000100011110100100100110100100100001011110111001001111101111000110111111101101110001101100010001000100010111101000100111100010100010001001011111010110101100010011110010000100111111011100011000011110010111100101101100101111101100100000111101101101001011001010110001011000101111110110100000010110100010100000010001101001000010111101110110100000111011101011001100000011010001111101101111111001110111011001010110000000101000010100001000110011101011100110010001011011011110001101011111010010101000010001011001001001001110010001100101011001111000011110111010111111011100110101101010000011000001000001111001001101011000110010000011111000101111000110001111100001000000100011010000010100100000100010010001110010010100001001010010111001011111111101110000111000001100101001001011101001001111100001010010000010011010101110000000000110101010000000101110010111000000100101011101111010011011111110010000001110010000101000101011101110100100110111110111011110011111111100
80,010011000100011110100100100110100000110101011110111001001111100101000110111111101101111001111101010001000100000101101000100110100010100010001100011111000110101100111011110010011100111111011100001010001110011111101101101100101111101100100000111101101101001011001010110001001001101101110110100000011110100000100000010100101001000010101101110110100010110111101001011100000011010001111101001111111001110111111001010110000000101000010101001000110011101011100110000001011011011110000101011111010010101100010001011001001001001110010001100101011001111000010110111010111111011100100101101010000011000011000100110101001101010000110010100011111000101111000110001111100001000000100011010000010111100100100010010011110010011100001011000010111001011111111001110000101000011000111001011011101001001101100101010010000010001010111111000000000110101000001000101110010111000000000101011101111010011001111110010000011100010001101001101011101100100100110111110111011010011111101100
81,010011000100011110100100101110100100110001011110111001001111100111000110111011110111111001111100010001000100000101101000100111100010110010001101011111000110101100011011110010000100111111011100011010111110010111101101001100101111101100100001111101011101001011001010110001001001101101111110100000010110100010100000010101101001000010111101010110110010111111101011011100000011010001111101001111111101110111011000010110000000101000010101001000110001101011110110010001011011011110001101011111010010101100010001011001001001001110000011000101011001111000011110111010111111011100110101101010100001000001100001111101001101011000110010100111111000100111000110000011100101000000000011010000010111100100100010010001100010010100001011000010111001010111111001110010111000001100111001001011101001001111100101010010000010011010111110000000000110101000000000101110011111000000100101011101001010011011111110010000011110010101101001101011101100100101110111110111011100011111111100
82,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
83,111011000100011110100100101110100000110101011110111001001111100001001110111011101101110001111100010001000100010011101000100111100010100010000101011111000110101100111111110010000100111111010100011010111110010111100101101100101111101100100000111101111101001011001010110001001001101101110110100000010110100000100000010101101001000010101101110110110010110011001011011100000011010001111101000111111101110111011001010110000000001000010100001000110011101011110110000001011010011110001101011011010010111000010001011001001001001100010001100101111001111000111110011010111111011100110101101010001011000001000001111001001101010000110010100111111000100111000110001111100011000000000011010000010101100100100010010001100000000100001001010010111001010111111001110000101001001100111001001001101001101101100001010010000010011010111111000000000010101010001000001110011111000000100101010101101010011001111110010000001110010001101001101011101110100100110111110111011100011111100100
